Date,test_year,LONG ONLY,SGN(RETURN),MACD,LINEAR,MLP-SHARPE,MLP-AVGRET,MLP-MSE,MLP-BINARY
2015-01-02,2015,-0.02073629366300347,-0.02073629366300347,-0.01727753218062094,-0.007204197492585235,-0.0025354014804965658,-0.00410334331125874,-0.0015925364822942476,-0.001845617681468071
2015-01-05,2015,-0.010160649755881386,-0.010160649755881386,-0.007194213030348964,-0.006587576605153817,-0.003466383860003946,-0.0023757420837959954,-0.0012889140895661123,-0.0017454154547938336
2015-01-06,2015,0.013413329600809135,0.013413329600809135,0.007009622931131583,0.007199706565061807,0.00402377493820032,0.0031054417780531206,0.0015487413661375642,0.002053488106498916
2015-01-07,2015,0.01876964533590103,0.01876964533590103,0.00860679678744816,0.003010204184913854,0.0015749801825504356,0.0037605681382243145,0.0009744180221675536,0.0014559552393786765
2015-01-08,2015,-0.008107127495249444,-0.008107127495249444,-0.004309408597823326,-0.00028070737958430967,-0.000106323371635305,-0.0014526169648730373,-0.000412726286932677,-0.0008836234037218237
2015-01-09,2015,-0.007944570761939686,-0.007944570761939686,-0.0041935981839667765,-0.004287902905630741,-0.0020969216482428243,-0.0016636151883028237,-0.0009052245550369779,-0.0013538806250983555
2015-01-12,2015,-0.00286355517657924,-0.00286355517657924,-0.0013394352171930924,-0.0015153843531160558,-0.0007427808120671948,-0.0005858068722230519,-0.00031606113607828815,-0.0005135252784962216
2015-01-13,2015,-0.006239325298175674,-0.006239325298175674,-0.002467402656238746,-0.0030443920578111057,-0.0013552707151911869,-0.0012672412893873209,-0.0006087528892911132,-0.0008788427563085049
2015-01-14,2015,-0.00955651395220349,-0.00955651395220349,-0.00282755161143547,-0.004985235649859438,-0.00241042386005642,-0.0019228552751986655,-0.0009744562695890702,-0.0016743883244146472
2015-01-15,2015,0.013688587815201032,0.013688587815201032,0.002138422648036699,0.007901297204066545,0.004059876450515533,0.00282275927223405,0.0015450078382368447,0.0026502090596203097
2015-01-16,2015,0.002182979619760842,0.002182979619760842,0.0003085605110331184,0.0003835738646256729,0.00011839694366847624,0.00036660366635282807,0.00011748361793581526,0.0003207150301385029
2015-01-20,2015,0.0052493856632925065,0.0052493856632925065,0.0007504760814921557,0.002110279321560232,0.0008950363505455262,0.000993821119531908,0.00037991201652219853,0.000865203877272711
2015-01-21,2015,0.015644340619174205,0.015644340619174205,0.002869930260181741,0.005832042825357293,0.002290263126808384,0.0030956441476791604,0.0008450278747669905,0.0020327459498384734
2015-01-22,2015,-0.00562053255420977,-0.00562053255420977,-0.001952222180858715,-0.0009016244944417244,-0.00013670355793582488,-0.0010136215021108086,-0.0001303651786345488,-0.0006615091165756773
2015-01-23,2015,0.00242307977141767,0.00242307977141767,0.0010208681874686425,0.0012612481445283482,0.0005022034128752792,0.0004978691503642716,0.00017602999501427767,0.0003812601713616867
2015-01-26,2015,-0.013867725741789537,-0.013867725741789537,-0.007026489564609557,-0.005481798841789143,-0.0016840953336490557,-0.0027366368575624835,-0.0006284941468038829,-0.0017993194487241702
2015-01-27,2015,-0.013204604057167585,-0.013204604057167585,-0.00590155521107836,-0.008278022042698042,-0.0037686109424304006,-0.002927874952222839,-0.0011644916418204572,-0.002428334765682182
2015-01-28,2015,0.009372913589797912,0.009372913589797912,0.002687473429064468,0.005950883673647173,0.002919727025257856,0.0021814950650124883,0.0009979811171829842,0.0017277245010025326
2015-01-29,2015,-0.012742792538869955,-0.012742792538869955,-0.003164168840037147,-0.003507745899429018,-0.001386918368805598,-0.0026185428340503307,-0.00037669833899181207,-0.0016165161012517638
2015-01-30,2015,0.012390955452242449,0.012390955452242449,0.001371117877962821,0.0073075433034537965,0.0036867553937426105,0.002774455643377566,0.0013757905395006976,0.002566396149276842
2015-02-02,2015,0.014281000457494576,0.014281000457494576,0.0015386397601363758,0.003142036123421053,0.0016075411086718693,0.002782452907501108,0.0005121364946050337,0.0021875930838438228
2015-02-03,2015,-0.003685573056755806,-0.003685573056755806,-0.0008467640699667831,-0.0006139093377148758,-0.00016624338175903473,-0.0006726599756958599,-8.839238797174862e-05,-0.0005905460071326433
2015-02-04,2015,0.009903866047525448,0.009903866047525448,0.002843226142423664,0.004343536095721561,0.0018970887835006078,0.0018773947605258735,0.0007313052479670014,0.002244869633226683
2015-02-05,2015,-0.002712559122589322,-0.002712559122589322,-0.001161005473595001,-0.0005122861576670587,-9.831907350750452e-05,-0.00044539463717930774,-0.0001352386427897607,-0.0005452943999352003
2015-02-06,2015,-0.004454553836948181,-0.004454553836948181,-0.0022379008666488713,-0.0018002041117401108,-0.0007155321249902852,-0.0008214272806154665,-0.00032545751382243986,-0.0009829174078320746
2015-02-09,2015,0.010731320104295387,0.010731320104295387,0.005555166277553683,0.004798189967040452,0.0021052592201277177,0.002165599109643705,0.0007490464359926357,0.002173815086289334
2015-02-10,2015,0.0005827822289473225,0.0005827822289473225,0.000346781217445292,5.388261437961963e-05,-5.7837528302538285e-06,9.85841140324005e-05,1.5988953263817495e-05,9.644143639046019e-05
2015-02-11,2015,0.009821057906382014,0.009821057906382014,0.006685427596336534,0.0029663103844507956,0.0010597358487568415,0.0017542711932619492,0.0006208328584615215,0.0020403421073500664
2015-02-12,2015,0.004210034615272238,0.004210034615272238,0.003285293225450064,0.0004151447611811057,-6.356498329608262e-05,0.0006722200350156878,0.00018599622720943636,0.0007695904935325176
2015-02-13,2015,0.0016328616589991953,0.0016328616589991953,0.0014003620317680522,0.0002922197263039113,2.5185873872749005e-05,0.00025790422770991076,8.872965819835859e-05,0.00032367277573265227
2015-02-17,2015,0.00010030477644270471,0.00010030477644270471,8.652711751853988e-05,1.84489847869252e-05,1.730306944070309e-06,1.4791256177000157e-05,5.5143300013868405e-06,1.9984015885904023e-05
2015-02-18,2015,-0.0007656524886352083,-0.0007656524886352083,-0.000719147690548448,-0.0001817139492208476,-3.06445642489332e-05,-0.0001257448457867539,-4.153564236562419e-05,-0.00014846792841198572
2015-02-19,2015,0.0065411335840254246,0.0065411335840254246,0.006199561647140259,0.0016137543639791467,0.0002947962496011807,0.001084580458184104,0.0003523242645452193,0.0011731583196953493
