Date,test_year,LONG ONLY,SIGN MOMENTUM,MACD MOMENTUM,DMN-SHARPE,DMN-AVGRET
2017-08-11,2017,0.014702681251090597,0.014702681251090597,0.008136031191227487,0.005426783639205226,0.00437336896024466
2017-08-14,2017,0.004851006929798903,0.004851006929798903,0.0028619717143849505,0.002168651135073109,0.0014231403353387934
2017-08-15,2017,0.0003122632020719793,0.0003122632020719793,0.001533888438467551,-3.4927047098765344e-05,4.9142122277752226e-05
2017-08-16,2017,-0.018035904835154642,-0.018035904835154642,-0.012631140849411665,-0.006085240161584538,-0.005113758972723071
2017-08-17,2017,-0.0012688127136656468,-0.0012688127136656468,-0.001009179609054008,-0.00041710323129359836,-0.0003863052350498923
2017-08-18,2017,8.83068402674612e-05,8.83068402674612e-05,0.001473632016710844,-1.2323228348292e-06,1.1298453167526534e-06
2017-08-21,2017,0.012497650178942006,0.012497650178942006,0.006849885583576182,0.0043291534226320766,0.0037509184318357024
2017-08-22,2017,-0.0011055858005929937,-0.0011055858005929937,-0.0020292079926129136,-0.0007756067586657474,-0.00028887616464827665
2017-08-23,2017,-0.002080589876237362,-0.002080589876237362,-0.0013667491614297229,-0.0007107493988526223,-0.0006276665849331061
2017-08-24,2017,0.0021808741115299174,0.0021808741115299174,0.0017121370846125174,0.0007266180562069005,0.0006589102896492105
2017-08-25,2017,0.0011411388029955003,0.0011411388029955003,0.002280073016201803,0.00043268886433204786,0.00032523192340785375
2017-08-28,2017,0.002164432951397407,0.002164432951397407,0.002144457306861447,0.0008426413656487401,0.0006312985434627771
2017-08-29,2017,0.00811798714165871,0.00811798714165871,0.0021172544193952003,0.0026646722018618388,0.0024188039690286435
2017-08-30,2017,0.007619424915620676,0.007619424915620676,0.003221207224888149,0.0025005568783345532,0.0023364917117573896
2017-08-31,2017,0.0016568340517217647,0.0016568340517217647,8.388911509278466e-05,0.0005437440672318004,0.0004293552238043397
2017-09-01,2017,-0.008395797084181438,-0.008395797084181438,-0.0053682033526952725,-0.0027553824160578026,-0.0026407680042929236
2017-09-05,2017,0.00025134373075040095,0.00025134373075040095,9.898742840499717e-05,8.248682676794642e-05,9.651404617572103e-05
2017-09-06,2017,0.0003503580483657387,0.0003503580483657387,0.001672863910466065,0.00011498014171813545,6.637964014168622e-05
2017-09-07,2017,-0.006332790156974901,-0.006332790156974901,-0.0033604906169405068,-0.002078328039890603,-0.002047670206554786
2017-09-08,2017,0.01288870718688439,0.01288870718688439,0.008467986499997885,0.004229877941050094,0.0040555632675302895
2017-09-11,2017,-0.0016277417310905178,-0.0016277417310905178,-5.443340403679035e-05,-0.0005341537473271317,-0.000501899661150141
2017-09-12,2017,-0.0018604996904383925,-0.0018604996904383925,-0.0010035884388521145,-0.0006105894034199467,-0.0005785359802427275
2017-09-13,2017,-0.0035766534893944325,-0.0035766534893944325,-0.0033595038268639642,-0.001173802853397507,-0.0010409106298539502
2017-09-14,2017,0.003646460067209258,0.003646460067209258,0.0008826365134689081,0.0011967160907201848,0.001171965687818074
2017-09-15,2017,0.0052604765823966795,0.0052604765823966795,0.0011057647056946368,0.0017264304587543923,0.0016480509458668374
2017-09-18,2017,0.0021395534200005736,0.0021395534200005736,0.0017002861455879385,0.0007021801300637606,0.0006359521819100556
2017-09-19,2017,-0.010038443428940802,-0.010038443428940802,-0.011756317587727695,-0.0032944623362185796,-0.002806307293643212
2017-09-20,2017,-0.007563257456204487,-0.007563257456204487,-0.0039048279977832432,-0.002482289115560021,-0.002420245762915422
2017-09-21,2017,-0.0035253709250613386,-0.0035253709250613386,-0.0014045192015564637,-0.0011569751294942844,-0.0011539766738070934
2017-09-22,2017,-0.012314505963953167,-0.012314505963953167,-0.005166753175368992,-0.004041441067898153,-0.004050256391409479
2017-09-25,2017,0.003824445473311543,0.003824445473311543,0.0006445124098372985,0.001255124938843832,0.001256284171692155
2017-09-26,2017,0.006677001690584265,0.006677001690584265,0.0023494053658891815,0.0021913245428428086,0.00214378431722986
2017-09-27,2017,-3.829637687033382e-05,-3.829637687033382e-05,0.000602118209240327,-1.2569999876999157e-05,-2.2673249273626444e-05
2017-09-28,2017,0.0062124750519791,0.0062124750519791,0.0018381229236976192,0.0020388461495955473,0.0019773010707640204
2017-09-29,2017,0.00013954355380833058,0.00013954355380833058,0.0019674094680370907,4.580095697631647e-05,-4.729090322819706e-05
2017-10-02,2017,0.007651622832147032,0.007651622832147032,0.0011670087443397055,0.002511144047031604,0.0027109911560485003
2017-10-03,2017,-0.002196382071029483,-0.002196382071029483,0.0004177128747654306,-0.0007208173854799137,-0.0008307612576906363
2017-10-04,2017,0.009323415201879584,0.009323415201879584,0.0024568923479029244,0.0030598004580571275,0.003180141565180782
2017-10-05,2017,-0.00031106877991282894,-0.00031106877991282894,-0.0005098977212752709,-0.00010208819805138631,-7.493541117714161e-05
2017-10-06,2017,0.0018170560072611787,0.0018170560072611787,6.203083491015298e-06,0.000596329535371212,0.0007338970845417055
